ta;Ubike;Ibike;Ua;Ia1;Ia2;Ia3;Sa1;Sa2;Sa3;Din1;DMka;DZka;Ika;Din2;Temp1;Temp2;Bpos;vs;v;dzp;Temp3;Pbike;Pa1;Pa2;Pa3;s;FW;UF;Marke;ERR
2407;0,0;-0,02;41,95;-2,25;-0,01;0,18;1589;0;0;0;30,63;31,1;25;32;254,0;254,0;0;4,6;4,9;48;90,5;-0,0;99,76;0,38;6,0;0,82;19,91;-0,0;0;0
2417;0,0;-0,02;41,95;-2,77;0,05;0,19;1595;0;0;0;30,37;31,1;25;32;254,0;254,0;0;4,7;5,0;49;90,5;-0,0;98,9;1,51;6,46;0,86;20,84;-0,0;0;0
2427;0,0;-0,02;41,95;-2,93;0,04;0,26;1601;0;0;0;30,09;31,3;26;32;254,0;254,0;0;4,7;5,0;49;90,5;-0,0;98,64;1,3;8,77;0,86;20,84;-0,0;0;0
2437;0,0;-0,03;41,95;-2,99;0,05;0,36;1607;0;0;0;29,81;31,3;26;32;254,0;254,0;0;4,7;5,0;49;90,5;-0,0;97,7;1,72;12,0;0,86;20,84;-0,0;0;0
2447;0,0;-0,02;41,96;-2,84;0,04;0,61;1607;0;0;0;29,62;31,7;27;32;254,0;254,0;0;4,8;5,1;50;90,5;-0,0;98,33;1,3;20,54;0,9;21,6;-0,0;0;0
2457;0,0;-0,02;41,95;-3,16;0,05;0,51;1619;0;0;0;29,66;31,7;27;32;254,0;254,0;0;4,8;5,1;50;90,5;-0,0;98,46;1,51;17,08;0,9;21,6;-0,0;0;0
2467;0,0;-0,03;41,95;-2,73;0,0;0,54;1625;0;0;0;29,71;31,7;27;32;254,0;254,0;0;4,8;5,1;50;90,5;-0,0;98,6;0,04;18,23;0,9;21,6;-0,0;0;0
2477;0,0;-0,02;41,96;-2,49;-0,02;0,64;1631;0;0;0;28,33;33,3;28;32;254,0;254,0;0;4,9;5,2;51;90,5;-0,0;98,8;0,59;21,46;0,94;22,1;-0,0;0;0
2487;0,0;-0,02;41,97;-3,16;-0,02;0,72;1637;0;0;0;27,68;33,3;28;32;254,0;254,0;0;4,9;5,2;51;90,5;-0,0;96,51;0,59;24,24;0,94;22,1;-0,0;0;0
2497;0,0;-0,01;41,97;-3,29;-0,12;0,67;1643;0;0;0;27,14;34,2;29;32;254,0;254,0;0;5,0;5,2;51;90,5;-0,0;97,2;3,95;22,62;0,94;22,71;-0,0;0;0
2507;0,0;-0,03;41,96;-3,68;0,01;0,8;1649;0;0;0;27,06;34,2;29;32;254,0;254,0;0;5,0;5,3;52;90,5;-0,0;96,89;0,25;27,0;0,98;22,71;-0,0;0;0
2517;0,0;-0,03;41,94;-2,89;-0,02;0,91;1655;0;0;0;27,45;34,2;29;32;254,0;254,0;0;5,0;5,3;52;90,5;-0,0;98,29;0,8;30,68;0,98;22,71;-0,0;0;0
2527;0,0;-0,02;41,97;-3,55;-0,12;0,93;1626;0;0;0;26,93;34,3;30;32;254,0;254,0;0;5,1;5,4;53;90,5;-0,0;96,72;4,16;31,4;1,02;23,05;-0,0;0;0
2537;0,0;-0,03;41,95;-2,77;0,03;0,98;1632;0;0;0;26,98;34,3;30;32;254,0;254,0;0;5,1;5,4;53;90,5;-0,0;96,89;1,09;32,77;1,02;23,05;-0,0;0;0
2547;0,0;-0,01;41,99;-3,52;-0,04;1,04;1638;0;0;0;27,2;34,1;31;32;254,0;254,0;0;5,1;5,4;53;90,5;-0,0;97,13;1,43;34,87;1,02;23,05;-0,0;0;0
2557;0,0;-0,01;41,95;-3,91;-0,15;0,78;1644;0;0;0;27,22;34,1;31;32;254,0;254,0;0;5,2;5,5;54;90,5;-0,0;97,2;4,99;26,07;1,06;23,79;-0,0;0;0
2567;0,0;-0,02;41,94;-3,6;-0,02;0,8;1650;0;0;0;27,61;34,5;32;32;254,0;254,0;0;5,2;5,5;54;90,5;-0,0;99,73;0,59;26,99;1,06;23,79;-0,0;0;0
2577;0,0;-0,02;41,97;-3,4;-0,01;1,0;1656;0;0;0;27,72;34,5;32;32;254,0;254,0;0;5,2;5,6;55;90,5;-0,0;100,15;0,38;33,7;1,1;23,79;-0,0;0;0
2587;0,0;-0,02;41,97;-3,17;0,03;0,82;1662;0;0;0;27,66;34,5;32;32;254,0;254,0;0;5,2;5,6;55;90,5;-0,0;99,93;1,09;27,47;1,1;24,02;-0,0;0;0
2597;0,0;-0,03;41,99;-2,99;0,0;1,0;1668;0;0;0;27,17;35,1;33;32;254,0;254,0;0;5,2;5,6;55;90,5;-0,0;99,86;0,04;33,71;1,1;24,02;-0,0;0;0
2607;0,0;-0,01;41,96;-3,73;0,05;1,11;1674;0;0;0;27,15;35,1;33;32;254,0;254,0;0;5,4;5,6;56;90,5;-0,0;99,78;1,51;37,16;1,14;24,76;-0,0;0;0
2617;0,0;-0,03;41,98;-3,49;-0,1;1,04;1680;0;0;0;27,39;35,6;34;32;254,0;254,0;0;5,4;5,6;56;90,5;-0,0;102,11;3,32;34,86;1,14;24,76;-0,0;0;0
2627;0,0;-0,02;41,99;-2,98;0,03;1,36;1686;0;0;0;27,69;35,6;34;32;254,0;254,0;0;5,4;5,7;57;90,5;-0,0;103,23;1,09;45,72;1,18;24,76;-0,0;0;0
2637;0,0;-0,02;41,96;-2,66;0,0;1,26;1692;0;0;0;27,1;36,4;35;32;254,0;254,0;0;5,4;5,7;57;90,5;-0,0;103,3;0,04;42,23;1,18;24,88;-0,0;0;0
2647;0,0;-0,02;41,97;-2,64;0,04;1,19;1698;0;0;0;26,97;36,4;35;32;254,0;254,0;0;5,4;5,7;57;90,5;-0,0;102,79;1,3;39,93;1,18;24,88;-0,0;0;0
2657;0,0;-0,03;41,96;-3,68;-0,09;1,0;1704;0;0;0;26,88;36,4;35;32;254,0;254,0;0;5,5;5,7;58;90,5;-0,0;102,47;2,9;33,46;1,22;25,58;-0,0;0;0
2667;0,0;-0,02;41,97;-3,44;0,0;0,12;1660;0;0;0;27,03;36,5;36;32;254,0;254,0;0;5,5;5,7;58;90,5;-0,0;103,29;0,04;4,15;1,22;25,58;-0,0;0;0
2677;0,0;-0,03;41,99;-2,77;0,05;0,71;1666;0;0;0;27,32;36,5;36;32;254,0;254,0;0;5,5;5,8;59;90,5;-0,0;104,41;1,72;24,02;1,26;25,58;-0,0;0;0
2687;0,0;-0,02;41,95;-2,73;0,03;0,96;1672;0;0;0;27,43;36,5;37;32;254,0;254,0;0;5,5;5,8;59;90,5;-0,0;104,85;1,09;32,31;1,26;25,75;-0,0;0;0
2697;0,0;-0,02;41,97;-2,74;0,03;1,04;1678;0;0;0;27,26;36,5;37;32;254,0;254,0;0;5,5;5,8;59;90,5;-0,0;104,17;1,09;34,86;1,26;25,75;-0,0;0;0
2707;0,0;-0,02;41,97;-2,61;0,03;0,98;1684;0;0;0;26,15;38,1;38;32;254,0;254,0;0;5,5;5,8;60;90,5;-0,0;104,35;0,88;33,01;1,3;25,75;-0,0;0;0
2717;0,0;-0,02;41,98;-2,91;0,03;0,88;1690;0;0;0;25,74;38,1;38;32;254,0;254,0;0;5,6;5,8;60;90,5;-0,0;102,67;1,09;29,55;1,3;26,4;-0,0;0;0
2727;0,0;-0,03;41,95;-3,6;0,05;0,8;1696;0;0;0;25,96;37,4;39;32;254,0;254,0;0;5,6;5,9;61;90,5;-0,0;101,67;1,51;26,77;1,34;26,4;-0,0;0;0
2737;0,0;-0,03;41,97;-3,26;0,06;0,71;1702;0;0;0;25,98;37,4;39;32;254,0;254,0;0;5,6;5,9;61;90,5;-0,0;101,75;1,93;24,01;1,34;26,4;-0,0;0;0
2747;0,0;-0,01;41,99;-3,54;-0,06;0,7;1708;0;0;0;26,18;37,4;39;32;254,0;254,0;0;5,6;6,0;62;90,5;-0,0;102,52;2,06;23,55;1,37;26,4;-0,0;0;0
2757;0,0;-0,01;41,98;-2,73;0,08;0,65;1714;0;0;0;26,83;36,5;40;32;254,0;254,0;0;5,6;6,0;62;90,5;-0,0;102,55;2,56;21,93;1,37;26,4;-0,0;0;0
2767;0,0;-0,01;41,97;-2,83;0,05;0,86;1720;0;0;0;26,35;36,5;40;32;254,0;254,0;0;5,7;6,0;62;90,5;-0,0;100,69;1,72;28,86;1,37;27,06;-0,0;0;0
2777;0,0;-0,02;41,99;-2,63;0,05;0,45;1726;0;0;0;25,61;37,1;41;32;254,0;254,0;0;5,7;6,0;63;90,5;-0,0;99,49;1,51;15,24;1,41;27,06;-0,0;0;0
2787;0,0;-0,03;41,95;-2,67;0,03;0,0;1732;0;0;0;25,3;37,1;41;32;254,0;254,0;0;5,8;6,0;63;90,5;-0,0;98,28;1,09;0,0;1,41;27,24;-0,0;0;0
2797;0,0;-0,01;41,99;-2,56;0,1;0,43;1788;0;0;0;23,7;39,7;42;32;254,0;254,0;0;5,8;6,1;64;90,5;-0,0;98,53;3,19;14,55;1,45;27,24;-0,0;0;0
2807;0,0;-0,03;41,98;-3,15;-0,02;0,46;1794;0;0;0;23,54;39,7;42;32;254,0;254,0;0;5,8;6,1;64;90,5;-0,0;97,85;0,8;15,47;1,45;27,72;-0,0;0;0
2817;0,0;-0,01;41,97;-2,48;0,06;0,66;1800;0;0;0;24,05;38,5;43;32;254,0;254,0;0;5,8;6,1;65;90,5;-0,0;96,94;1,93;22,16;1,49;27,72;-0,0;0;0
2827;0,0;-0,01;41,97;-3,48;-0,02;-0,33;1806;0;0;0;23,65;38,5;43;32;254,0;254,0;0;5,8;6,1;65;90,5;-0,0;95,35;0,59;-11,08;1,49;27,72;-0,0;0;0
2837;0,0;-0,02;41,97;-2,86;0,07;-0,4;1812;0;0;0;23,73;38,7;44;32;254,0;254,0;0;5,8;6,1;65;90,5;-0,0;96,14;2,35;-13,39;1,49;27,72;-0,0;0;0
2847;0,0;-0,02;41,98;-3,43;-0,02;0,04;1818;0;0;0;23,8;38,7;44;32;254,0;254,0;0;5,8;6,1;66;90,5;-0,0;96,45;0,8;1,39;1,53;27,72;-0,0;0;0
2857;0,0;-0,01;41,97;-3,13;-0,06;0,41;1824;0;0;0;22,98;40,6;45;32;254,0;254,0;0;5,9;6,1;66;90,5;-0,0;97,69;2,06;13,85;1,53;28,27;-0,0;0;0
2867;0,0;-0,02;41,95;-4,61;-0,04;-0,36;1830;0;0;0;22,78;40,6;45;32;254,0;254,0;0;5,9;6,2;67;90,5;-0,0;96,82;1,43;-12,23;1,57;28,27;-0,0;0;0
2877;0,0;-0,02;41,99;-3,21;0,08;-0,58;1836;0;0;0;22,76;41,4;46;32;254,0;254,0;0;5,9;6,2;67;90,5;-0,0;98,66;2,56;-19,4;1,57;28,27;-0,0;0;0
2887;0,0;-0,02;41,95;-2,84;0,08;0,0;1842;0;0;0;22,92;41,4;46;32;254,0;254,0;0;5,9;6,3;68;90,5;-0,0;99,35;2,56;0,0;1,61;28,39;-0,0;0;0
2897;0,0;-0,03;41,95;-3,07;0,1;-0,21;1848;0;0;0;22,96;41,4;47;32;254,0;254,0;0;5,9;6,3;68;90,5;-0,0;99,52;3,19;-6,92;1,61;28,39;-0,0;0;0
2907;0,0;-0,02;41,96;-3,95;-0,06;-0,73;1854;0;0;0;23,08;41,4;47;32;254,0;254,0;0;6,0;6,4;69;90,5;-0,0;100,04;2,06;-24,46;1,65;29,0;-0,0;0;0
2917;0,0;-0,03;41,94;-3,37;0,1;-1,09;1895;0;0;0;23,97;40,7;48;32;254,0;254,0;0;6,0;6,4;69;90,5;-0,0;102,14;3,4;-36,45;1,65;29,0;-0,0;0;0
2927;0,0;-0,01;41,95;-3,44;0,1;-0,39;1901;0;0;0;24,14;40,7;48;32;254,0;254,0;0;6,0;6,4;69;90,5;-0,0;102,86;3,4;-12,92;1,65;29,0;-0,0;0;0
2937;0,0;-0,01;41,95;-5,33;-0,03;-0,91;1907;0;0;0;21,89;44,9;49;32;254,0;254,0;0;6,0;6,4;70;90,5;-0,0;102,91;1,01;-30,46;1,69;29,0;-0,0;0;0
2947;0,0;-0,02;41,97;-4,39;-0,0;-0,82;1913;0;0;0;22,59;44,9;49;32;254,0;254,0;0;6,0;6,4;70;90,5;-0,0;106,21;0,17;-27,47;1,69;29,0;-0,0;0;0
2957;0,0;-0,02;41,96;-4,46;-0,0;-0,19;1913;0;0;0;24,73;41,4;50;32;254,0;254,0;0;6,1;6,5;71;90,5;-0,0;107,19;0,17;-6,46;1,73;29,62;-0,0;0;0
2967;0,0;-0,01;41,95;-4,89;-0,05;-0,69;1925;0;0;0;25,35;41,4;50;32;254,0;254,0;0;6,1;6,5;71;90,5;-0,0;109,88;1,64;-23,07;1,73;29,62;-0,0;0;0
2977;0,0;-0,03;41,96;-4,39;-0,04;-0,67;1931;0;0;0;24,88;43,4;51;32;254,0;254,0;0;6,2;6,5;72;90,5;-0,0;113,09;1,22;-22,62;1,77;29,8;-0,0;0;0
2987;0,0;-0,03;41,98;-4,37;0,01;-0,19;1937;0;0;0;25,48;43,4;51;32;254,0;254,0;0;6,2;6,5;72;90,5;-0,0;115,81;0,25;-6,46;1,77;29,8;-0,0;0;0
2997;0,0;-0,02;41,95;-5,14;-0,06;-0,61;1943;0;0;0;27,13;41,7;52;32;254,0;254,0;0;6,3;6,6;73;90,5;-0,0;118,45;2,06;-20,54;1,81;30,49;-0,0;0;0
3007;0,0;-0,03;41,97;-4,63;-0,07;-0,57;1949;0;0;0;28,04;41,7;52;32;254,0;254,0;0;6,3;6,6;73;90,5;-0,0;122,45;2,27;-19,16;1,81;30,49;-0,0;0;0
3017;0,0;-0,01;41,96;-4,91;0,01;-0,16;1955;0;0;0;26,15;45,8;53;32;254,0;254,0;0;6,3;6,7;74;90,5;-0,0;125,42;0,46;-5,54;1,85;30,61;-0,0;0;0
3027;0,0;-0,02;41,94;-5,74;-0,02;-0,76;1961;0;0;0;26,95;45,8;53;32;254,0;254,0;0;6,3;6,7;74;90,5;-0,0;129,26;0,59;-25,37;1,85;30,61;-0,0;0;0
3037;0,0;-0,02;41,95;-5,55;-0,02;-0,91;1982;0;0;0;28,38;44,4;54;32;254,0;254,0;0;6,3;6,7;75;90,5;-0,0;131,95;0,59;-30,69;1,88;30,61;-0,0;0;0
3047;0,0;-0,02;41,94;-4,43;0,1;-0,37;1988;0;0;0;29,27;44,4;54;32;254,0;254,0;0;6,4;6,7;75;90,5;-0,0;136,07;3,4;-12,46;1,88;31,43;-0,0;0;0
3057;0,0;-0,03;41,91;-5,08;0,1;-1,31;1994;0;0;0;30,49;43,1;55;32;254,0;254,0;0;6,4;6,8;76;90,5;-0,0;137,59;3,39;-44,03;1,92;31,43;-0,0;0;0
3067;0,0;-0,02;41,93;-4,6;-0,04;-0,71;2000;0;0;0;31,14;43,1;55;32;254,0;254,0;0;6,4;6,8;76;90,5;-0,0;140,56;1,22;-23,98;1,92;31,75;-0,0;0;0
3077;0,0;-0,03;41,94;-4,63;0,18;-0,69;2006;0;0;0;29,85;45,3;56;32;254,0;254,0;0;6,4;6,9;77;90,5;-0,0;141,59;5,91;-23,06;1,96;31,75;-0,0;0;0
3087;0,0;-0,02;41,92;-4,93;0,13;-1,42;2012;0;0;0;30,31;45,3;56;32;254,0;254,0;0;6,6;6,9;77;90,5;-0,0;143,8;4,44;-47,5;1,96;32,58;-0,0;0;0
3097;0,0;-0,01;41,95;-4,91;-0,05;-0,57;2018;0;0;0;30,66;45,8;57;32;254,0;254,0;0;6,6;6,9;77;90,5;-0,0;147,04;1,64;-19,15;1,96;32,58;-0,0;0;0
3107;0,0;-0,01;41,91;-6,74;-0,07;-1,24;2024;0;0;0;31,67;45,2;58;32;254,0;254,0;0;6,6;7,0;78;90,5;-0,0;149,9;2,47;-41,49;2,0;32,71;-0,0;0;0
3117;0,0;-0,01;41,91;-4,54;0,09;-1,97;2024;0;0;0;32,59;45,2;58;32;254,0;254,0;0;6,6;7,0;78;90,5;-0,0;154,23;2,98;-65,92;2,0;32,71;-0,0;0;0
3127;0,0;-0,02;41,93;-4,86;0,15;-1,24;2024;0;0;0;32,75;45,5;59;32;254,0;254,0;0;6,7;7,1;79;90,5;-0,0;156,05;5,07;-41,74;2,04;33,62;-0,0;0;0
3137;0,0;-0,02;41,91;-4,16;0,1;-1,79;2024;0;0;0;33,21;45,5;59;32;254,0;254,0;0;6,7;7,2;80;90,5;-0,0;158,24;3,39;-60,16;2,08;33,62;-0,0;0;0
3147;0,0;-0,02;41,95;-5,83;0,03;-0,89;2010;0;0;0;31,99;46,7;60;32;254,0;254,0;0;6,8;7,2;80;90,5;-0,0;156,41;0,88;-29,76;2,08;33,88;-0,0;0;0
3157;0,0;-0,03;41,89;-4,45;0,1;-1,69;2010;0;0;0;32,44;46,7;60;32;254,0;254,0;0;6,8;7,2;81;90,5;-0,0;158,65;3,18;-56,67;2,12;33,88;-0,0;0;0
3167;0,0;-0,03;41,94;-4,62;0,12;-0,84;2010;0;0;0;32,79;46,2;61;32;254,0;254,0;0;6,9;7,2;81;90,5;-0,0;158,62;4,03;-28,14;2,12;34,8;-0,0;0;0
3177;0,0;-0,02;41,96;-5,14;0,03;-1,46;2011;0;0;0;32,7;46,2;61;32;254,0;254,0;0;6,9;7,3;82;90,5;-0,0;158,2;1,09;-49,16;2,16;34,8;-0,0;0;0
3187;0,0;-0,03;41,93;-5,52;0,09;-1,2;2011;0;0;0;32,45;46,9;62;32;254,0;254,0;0;6,9;7,3;82;90,5;-0,0;159,37;2,98;-40,13;2,16;35,0;-0,0;0;0
3197;0,0;-0,02;41,95;-4,81;0,14;-0,93;2011;0;0;0;32,6;47,2;63;32;254,0;254,0;0;6,9;7,4;83;90,5;-0,0;161,14;4,66;-31,38;2,2;35,0;-0,0;0;0
3207;0,0;-0,03;41,91;-3,76;0,06;-0,92;2012;0;0;0;32,5;47,2;63;32;254,0;254,0;0;7,0;7,4;83;90,5;-0,0;160,63;1,93;-30,89;2,2;35,79;-0,0;0;0
3217;0,0;-0,01;41,93;-4,55;0,05;-0,35;2012;0;0;0;33,65;45,2;64;32;254,0;254,0;0;7,0;7,4;84;90,5;-0,0;159,27;1,51;-11,76;2,24;35,79;-0,0;0;0
3227;0,0;-0,02;41,93;-4,98;-0,07;-0,46;2012;0;0;0;33,53;45,2;64;32;254,0;254,0;0;7,0;7,4;84;90,5;-0,0;158,71;2,47;-15,45;2,24;35,93;-0,0;0;0
3237;0,0;-0,01;41,96;-4,04;-0,09;0,1;2013;0;0;0;31,81;47,3;65;32;254,0;254,0;0;7,0;7,6;85;90,5;-0,0;157,54;2,9;3,46;2,28;35,93;-0,0;0;0
3247;0,0;-0,02;41,92;-5,09;0,04;-0,28;2013;0;0;0;31,33;47,3;65;32;254,0;254,0;0;7,2;7,6;85;90,5;-0,0;155,19;1,3;-9,45;2,28;36,77;-0,0;0;0
3257;0,0;-0,03;41,94;-4,25;0,05;0,12;1978;0;0;0;31,61;47,2;66;32;254,0;254,0;0;7,2;7,6;86;90,5;-0,0;156,23;1,51;3,92;2,32;36,77;-0,0;0;0
3267;0,0;-0,03;41,95;-5,04;-0,09;0,01;1979;0;0;0;30,89;47,9;67;32;254,0;254,0;0;7,2;7,6;86;90,5;-0,0;154,94;3,1;0,23;2,32;36,71;-0,0;0;0
3277;0,0;-0,01;41,94;-4,16;-0,08;0,21;1979;0;0;0;31,03;47,9;67;32;254,0;254,0;0;7,2;7,6;87;90,5;-0,0;155,62;2,68;7,15;2,36;36,71;-0,0;0;0
3287;0,0;-0,02;41,95;-4,48;0,05;-0,51;1979;0;0;0;31,95;46,3;68;32;254,0;254,0;0;7,3;7,6;87;90,5;-0,0;154,91;1,51;-17,08;2,36;37,61;-0,0;0;0
3297;0,0;-0,01;41,94;-3,5;-0,1;0,03;1980;0;0;0;31,81;46,3;68;32;254,0;254,0;0;7,3;7,7;88;90,5;-0,0;154,21;3,52;0,92;2,4;37,61;-0,0;0;0
3307;0,0;-0,01;41,95;-4,01;0,01;0,3;1980;0;0;0;30,56;47,5;69;32;254,0;254,0;0;7,3;7,7;89;90,5;-0,0;152,01;0,25;9,92;2,43;37,54;-0,0;0;0
3317;0,0;-0,02;41,95;-4,09;0,03;0,3;1980;0;0;0;29,71;47,5;69;32;254,0;254,0;0;7,3;7,7;89;90,5;-0,0;147,76;1,09;10,15;2,43;37,54;-0,0;0;0
3327;0,0;-0,02;41,95;-3,3;-0,0;0,56;1981;0;0;0;28,71;49,3;70;32;254,0;254,0;0;7,4;7,7;90;90,5;-0,0;148,21;0,17;18,69;2,47;38,32;-0,0;0;0
3337;0,0;-0,01;41,97;-4,18;-0,1;0,36;1981;0;0;0;28,72;48,1;71;32;254,0;254,0;0;7,4;7,7;90;90,5;-0,0;144,63;3,53;12,23;2,47;38,32;-0,0;0;0
3347;0,0;-0,02;41,96;-3,16;0,03;0,64;1981;0;0;0;28,73;48,1;71;32;254,0;254,0;0;7,4;7,8;91;90,5;-0,0;144,68;1,09;21,46;2,51;38,19;-0,0;0;0
3357;0,0;-0,02;41,98;-3,84;-0,09;0,43;1932;0;0;0;27,72;48,4;0;32;254,0;254,0;0;7,4;7,8;91;90,5;-0,0;140,51;3,11;14,55;2,51;38,19;-0,0;0;0
3367;0,0;-0,03;41,97;-2,93;0,03;0,69;1932;0;0;0;27,54;48,4;0;32;254,0;254,0;0;7,5;7,9;92;90,5;-0,0;139,56;0,88;23,08;2,55;38,98;-0,0;0;0
3377;0,0;-0,02;41,97;-3,74;-0,1;0,5;1932;0;0;0;26,33;50,0;1;32;254,0;254,0;0;7,5;7,9;92;90,5;-0,0;137,83;3,53;16,62;2,55;38,98;-0,0;0;0
3387;0,0;-0,01;41,97;-2,82;0,0;0,77;1933;0;0;0;25,9;50,0;1;32;254,0;254,0;0;7,4;7,9;93;90,5;-0,0;135,58;0,04;25,86;2,59;38,72;-0,0;0;0
